Word,Count,Probability,Direction
السجناء,4,0.0,1
بجمعية المهندسين,1,0.5,2
تحريف وقائع,3,1.0,2
ضعفهم وهو ما,1,1.0,3
قرية رابا واقتحمت,1,0.16666666666666666,3
البرغوثي من,1,0.05,2
السحابة,1,0.0,1
العمومية بأغلبية,1,0.25,2
كما توجد,2,0.014705882352941176,2
لا توجد,1,0.006329113924050633,2
إلى الغير,1,0.004132231404958678,2
القوى السياسية,1,0.05263157894736842,2
الى فئة الوظائف,1,0.0038314176245210726,3
قد عقدت اجتماعا,1,0.012345679012345678,3
الدولة ومكافأة,1,0.03225806451612903,2
حقائق لكن مسألة,1,0.5,3
الجدار بما يزيد,1,0.043478260869565216,3
لأشخاص آخرين بموجب,1,1.0,3
العاملة وبمقدار من,4,1.0,3
للمهام الموكلة إليه,1,1.0,3
مرهون,9,0.0,1
طوال ثلاثين,1,0.25,2
وتفعيل دورها,1,0.5,2
تستعرضها الدكتورة نوال,1,1.0,3
التي اكتسبها,1,0.003472222222222222,2
هيئات الرقابة الشرعية,1,0.3333333333333333,3
بحسب سلم الإجراءات,1,0.07692307692307693,3
من الشعور,1,8.163265306122449E-4,2
علمية من دولة,1,0.5,3
المعاودة كرامة,1,0.08333333333333333,2
وفد من,3,0.6,2
من الشعوب,1,8.163265306122449E-4,2
مشاكل قد,1,0.125,2
نماذج من القضاة,1,0.5,3
أعضاء الحكومة,1,0.05555555555555555,2
حي العمال جنوبا,2,1.0,3
النزاع من دون,1,0.14285714285714285,3
بقدر ما انخفض,1,0.3333333333333333,3
الكريم,1,0.0,1
بمؤسسة حمد الطبية,1,0.3333333333333333,3
من الدول,5,0.004081632653061225,2
وشركائه خصوصا,1,1.0,2
بمشاريع ذات الطبيعة,1,0.5,3
المحافظة على كرامة,1,0.04,3
قطاعات الاقتصاد,2,0.4,2
الكلية الملكية,1,1.0,2
على العالم الاسلامي,2,1.0,3
هذه الازمة,1,0.00558659217877095,2
فيه ان القانون,1,0.027777777777777776,3
أو متغيرة او,1,0.00641025641025641,3
العربية وذلك لأهميته,1,0.011363636363636364,3
المرخص لها في,1,1.0,3
بتجريف,1,0.0,1
عبدالرحمن القعود,1,0.03225806451612903,2
الخاصة حيث,1,0.03571428571428571,2
القرار في,1,0.06666666666666667,2
عاتق الرموز,1,0.25,2
عقدت بين جميع,1,0.16666666666666666,3
المكتبة وفي,2,0.6666666666666666,2
آخر جلسات,1,0.034482758620689655,2
من انبعاثات الملوثات,1,8.163265306122449E-4,3
استيعاب مبالغ الاكتتاب,2,1.0,3
ليشكل دخلا,1,1.0,2
اللجنة الوطنية الخاصة,1,0.034482758620689655,3
تربوية على,1,0.5,2
بالنفط كانت,1,1.0,2
في مجال المعوقين,1,6.455777921239509E-4,3
الشركات العالمية الكبرى,1,0.06666666666666667,3
يكون الشخص بل,1,0.027777777777777776,3
مروان,7,0.0,1
اولا وضع,1,0.25,2
أي أحد وكان,1,0.02,3
مملكة البحرين رئيسة,1,0.034482758620689655,3
إلى سفير,1,0.004132231404958678,2
في نيويورك حيث,1,6.455777921239509E-4,3
وتطوير الأسواق المالية,1,0.3333333333333333,3
استمرت حوالي,1,1.0,2
المواطنة والسماح بالتعددية,1,0.16666666666666666,3
سابق لأوانه لا,1,0.25,3
وصلت اليه,2,0.3333333333333333,2
الحرية,4,0.0,1
عن تطلعهما,1,0.004219409282700422,2
المحرق حيث انها,1,0.06666666666666667,3
التي تعتبر هامة,1,0.003472222222222222,3
النواب السيد,2,0.017241379310344827,2
ان اكون متفائلا,1,0.002369668246445498,3
تحب نور الشمس,1,1.0,3
الحرير,3,0.0,1
وأدعو إلى تطبيق,1,0.5,3
بنسبة والمؤتمرات والاستشارات,1,0.125,3
الشهر الماضي,7,0.5384615384615384,2
معهم حول المؤتمر,1,0.25,3
بهدف رفع كفاءة,1,0.1,3
والتخطيط الطبيعي,1,0.16666666666666666,2
اكد البعض ان,1,0.1111111111111111,3
فعاليات,7,0.0,1
وجواب,1,0.0,1
للحركة الاقتصادية,1,0.3333333333333333,2
وثوابت النضال الفلسطيني,1,1.0,3
الحاضر تعتبر شركة,1,0.2,3
الوزارة بحصر احتياجاتها,1,0.023255813953488372,3
شهرين كافيين لتقييم,1,0.25,3
المقررة للقوى العاملة,1,0.045454545454545456,3
بتقرير,1,0.0,1
بدينار واحد,1,1.0,2
الى انتخابات الرئاسة,1,0.0038314176245210726,3
الفكر ويحرك,1,0.5,2
ومن خلال جمعية,1,0.02040816326530612,3
المقام عليها مساكنهم,1,0.3333333333333333,3
فالجامعة كما,1,1.0,2
خلال اجتماع,1,0.0078125,2
والتعبير,1,0.0,1
ليصل الى,1,0.3333333333333333,2
تجاه المرأة المستثمرة,1,0.1111111111111111,3
الغرفة لما له,1,0.2,3
الحروف,1,0.0,1
المالية الإسلامية,1,0.03125,2
الدخل من الفوائد,1,0.0625,3
يعزز مركز النقد,1,1.0,3
السقية منذ,1,0.07142857142857142,2
الإسلامي برئاسة,1,0.1,2
ايضا الاصلاح,1,0.14285714285714285,2
ورعاية واهتمام من,1,0.25,3
الطلبات للدراسة للتأكد,1,0.5,3
والمغادرين والمركبات والشاحنات,1,1.0,3
المدرسة مشيدا,1,0.16666666666666666,2
ناصر الداغري,1,0.5,2
عالميا في صناعة,1,0.16666666666666666,3
وانتباههم,1,0.0,1
السندات بواقع مليون,1,0.16666666666666666,3
الدولة وقال,1,0.03225806451612903,2
سيقوم بمساعدة وتحسين,1,0.3333333333333333,3
والطرق,1,0.0,1
للمناقشة,1,0.0,1
وسيقدم,1,0.0,1
تم عرضه على,1,0.017857142857142856,3
أمطار متفرقة,1,0.5,2
العرادي قائلا وفي,1,0.125,3
من قواعد عسكرية,1,8.163265306122449E-4,3
وتفعيله في مختلف,1,1.0,3
وبالإضافة الى,1,1.0,2
وما قد ينتج,1,0.03571428571428571,3
رئيس ادارة,1,0.008333333333333333,2
في التعاطي,1,6.455777921239509E-4,2
السلطة التشريعية وممثلي,1,0.1,3
كمشاتل أو إعادة,1,1.0,3
كيوتو مع حلول,1,0.1111111111111111,3
مسيرات احتجاج واعتصام,1,1.0,3
دولة ترتبط,1,0.043478260869565216,2
مسؤولون وقيادات في,2,1.0,3
انها تركت صدى,1,0.0625,3
مواصلة مسيرة المجلس,2,1.0,3
ولي العهد الامين,1,0.058823529411764705,3
هي أحسن وهي,1,0.023809523809523808,3
يسمح باكتشاف آثار,2,1.0,3
المجتمع الدولي لمملكة,1,0.022222222222222223,3
على رغبة بعض,1,0.001483679525222552,3
بأعمال البحوث,2,0.5,2
جمعية متعددة,1,0.05,2
العمل بشكل,1,0.013333333333333334,2
تكفي لإقامة,1,0.3333333333333333,2
الاخر لهذا الانخفاض,1,1.0,3
واردة واضاف ان,1,1.0,3
عن صناعة البتروكيماويات,1,0.004219409282700422,3
حالات وهو,1,0.125,2
بأصحاب الجلالة والسمو,1,1.0,3
القدومي طلبنا,1,0.1111111111111111,2
بصورة منسجمة مع,1,0.1,3
بالمخاطر,1,0.0,1
وغير عادية ومهينة,1,0.07692307692307693,3
إلى نفوسهم,1,0.004132231404958678,2
حتى الخامسة والنصف,1,0.023809523809523808,3
لإدارة الشركات,1,0.5,2
احد ان,1,0.1,2
من القطاعين,1,8.163265306122449E-4,2
آخر غيرها,1,0.034482758620689655,2
الجشي رئيس,1,1.0,2
طرحت وزارة,1,0.2,2
أكثر من,25,0.49019607843137253,2
والأنظمة المعمول بها,1,0.2,3
يحتشد له نخبة,1,1.0,3
مباشرة في,1,0.2,2
عقبة للمهمة,1,0.5,2
آخر وكانت وكالة,1,0.034482758620689655,3
الإصلاحية منوها,1,0.5,2
بأنهم مرتدون,2,0.5,2
الجزاف رئيس مجلس,1,1.0,3
باجماع,1,0.0,1
للأسبوع,1,0.0,1
مهمة ولكن,1,0.14285714285714285,2
وقال هذا المسؤول,1,0.010526315789473684,3
على إجازة بدون,1,0.001483679525222552,3
البرلماني,8,0.0,1
مشروع لمن,1,0.04,2
مخصص طباعة,1,0.5,2
قوله إن,1,0.3333333333333333,2
فيها تحيات صاحب,1,0.023809523809523808,3
الصادرات من السلع,1,0.3333333333333333,3
النيابية,6,0.0,1
الجهات المختصة ممثلة,1,0.09090909090909091,3
الاسرائيليين الى,1,0.2,2
الطريق قد,1,0.2,2
وحدة واستقلالية القرار,1,0.09090909090909091,3
تعيشها البحرين ولابد,1,0.2,3
جدول الأعمال وانه,1,0.25,3
الشخص في مكانه,1,0.3333333333333333,3
الى الطريق,1,0.0038314176245210726,2
الحقائق وإبراز التحليلات,1,0.16666666666666666,3
بعدما تجاوز,1,0.5,2
المصاحبة للتحولات الديمغرافية,1,0.5,3
وطنيته وعلى نزاهته,1,1.0,3
البشرية وقد تمكنا,1,0.07142857142857142,3
الاقليمي والاعتماد,1,0.25,2
انتهاء الأعمال الخاصة,1,0.16666666666666666,3
البحوث والدراسات بالخطط,1,0.041666666666666664,3
قولهم ان شاحنة,1,1.0,3
عادية,5,0.0,1
قرار أو تشريع,1,0.0625,3
الى مليار,1,0.0038314176245210726,2
عددها الى,1,0.3333333333333333,2
الصباحية والثانية,1,0.5,2
أبناء المملكة وتوجيهاته,1,0.14285714285714285,3
سلمان بن خليفة,2,0.14285714285714285,3
الجديد كما,1,0.07142857142857142,2
والقبول,1,0.0,1
العالمي الجديد,2,0.08,2
أنشطة المدرسة التعليمية,1,0.25,3
يستجيب الموظف,1,0.5,2
الحكومي وخلال,1,0.16666666666666666,2
لحركة فتح,3,0.375,2
مباشرة مع,1,0.2,2
برغبة بشأن تحويل,1,0.1,3
دينارا بزيادة عن,1,0.07142857142857142,3
تبلغ ملايين,1,0.125,2
مهرجان ماراثون السير,1,1.0,3
أو الأخذ بها,1,0.00641025641025641,3
العام للمجلس,2,0.028169014084507043,2
المحلي على,1,0.07692307692307693,2
فخرو وزير الصناعة,1,0.5,3
المعمارية,3,0.0,1
ودعونا,1,0.0,1
العربي والتي,1,0.01818181818181818,2
وتقديره للمهندس فهمي,1,0.3333333333333333,3
في التاسعة,2,0.0012911555842479018,2
للكهرباء عن,2,0.3333333333333333,2
احتل البرغوثي,1,1.0,2
بالوزارة واستقبال,1,0.5,2
مجهولون قد,2,0.25,2
توسيع منزلها,1,0.25,2
إن الاصدار,2,0.03571428571428571,2
والسيد خالد القصيبي,2,1.0,3
برصد,1,0.0,1
بعمل جيد,2,0.5,2
والأجهزة والأدوات التي,1,1.0,3
الجامعات في شهر,1,0.25,3
تستمر,1,0.0,1
تكوين الخطة التي,1,0.2,3
واللائحة الداخلية أعطت,1,0.5,3
المؤمل أن تقوم,1,0.3333333333333333,3
غير المالية وقطاع,1,0.018518518518518517,3
مع الجهات,1,0.005747126436781609,2
عادلة,1,0.0,1
أو العمليات أو,1,0.00641025641025641,3
أكبر أسواق,1,0.047619047619047616,2
بمثال,1,0.0,1
في المستوى الاشرافي,1,6.455777921239509E-4,3
يشمل ايرادات ونفقات,1,1.0,3
تقدمها المؤسسات الرسمية,1,0.2,3
ألبا,8,0.0,1
قد يشوب سلوكياتها,1,0.012345679012345678,3
اللجنة تبين أن,1,0.034482758620689655,3
فضلا عن مركز,1,0.25,3
علاء,2,0.0,1
وعدم حل,1,0.09090909090909091,2
الاتحاد الاوروبي فيها,1,0.06666666666666667,3
خاصة بالالتزام بالمظهر,1,0.043478260869565216,3
مؤسسة الخليج,3,0.21428571428571427,2
الى خلق,1,0.0038314176245210726,2
العراق في سبتمبر,1,0.045454545454545456,3
ريال لمشروعات,1,0.2,2
غير رئيس المجلس,1,0.018518518518518517,3
والحرص على شفافيتها,1,0.5,3
أن رفع الرئيس,1,0.0045662100456621,3
لأن الجمعية تكتسب,1,0.09090909090909091,3
كان الأمر,1,0.016666666666666666,2
الوطنية الغالية لتعريف,1,0.03125,3
للاستثمار تطرح,1,0.09090909090909091,2
المحلية بصفة خاصة,1,0.05263157894736842,3
من العجائب,1,8.163265306122449E-4,2
هذا المؤتمر اعدادا,1,0.005208333333333333,3
حرصت على التعامل,1,1.0,3
شهدت منطقة الخليج,1,0.2,3
هناك خطة لنقل,1,0.021739130434782608,3
تنفصل عن رأسمالية,1,1.0,3
الهيئة التنفيذية,1,0.25,2
تصب في صالح,1,0.3333333333333333,3
ثراء من أجل,1,0.5,3
الخروج في,1,0.5,2
والمنتديات الالكترونية والرسائل,1,1.0,3
الأساس الذي يعمل,1,0.5,3
مجموعات,1,0.0,1
تحملها سيارات كارس,1,1.0,3
وأطياف,1,0.0,1
فوزا سهلا,1,1.0,2
جميع الطلبة,1,0.029411764705882353,2
العام وكان في,1,0.014084507042253521,3
وتأثيرات تطبيق,1,1.0,2
مايو نائبا لرئيس,1,0.16666666666666666,3
اللجنة المختصة,2,0.06896551724137931,2
القرار من,1,0.06666666666666667,2
ما أنتجه,1,0.005988023952095809,2
لا حقيقة,1,0.006329113924050633,2
السكري والقلب,1,0.5,2
القادمة ستشهد,1,0.045454545454545456,2
المجلس ولجانه مدة,1,0.005050505050505051,3
فصل الذروة,1,0.25,2
تتحفظ,1,0.0,1
على تغطية,1,0.001483679525222552,2
الاردني وان,1,0.2,2
الموالي أوضح من,1,0.3333333333333333,3
الحرص أثناء,1,1.0,2
ان يساهم بدعم,1,0.002369668246445498,3
الشعوب في الدول,1,0.125,3
خضعوا,2,0.0,1
التقادير الأخرى لتستوفي,1,1.0,3
إرباكا في,1,1.0,2
خلال فترة زمنية,1,0.0078125,3
ترحيب البحرين بأصحاب,1,1.0,3
لنا جميعا لتوفير,1,0.16666666666666666,3
أم من الأمانة,1,0.08333333333333333,3
الالتزام بالمظهر اللائق,1,0.1111111111111111,3
الحاضر بشكل أسرع,1,0.2,3
المنطقة وسلامة السياسات,1,0.01818181818181818,3
صاحب المجلس هل,1,0.02,3
موافقته,1,0.0,1
جهاز العروس,1,0.16666666666666666,2
يستوي الذين,1,1.0,2
بمشاكل,2,0.0,1
الملك بالحل البديل,1,0.02,3
بهذا المجال,1,0.08333333333333333,2
الخلاف وليس الرئاسة,1,0.25,3
ومقدرا النائب د,1,1.0,3
في مشروع,4,0.0025823111684958036,2
لتحقيق التطوير,1,0.2,2
الى مبان,1,0.0038314176245210726,2
الصحة ترعى,1,0.06666666666666667,2
فيها المهندسون,1,0.023809523809523808,2
الفنانتين في مجال,1,0.5,3
يستخدمها أكثر,1,0.25,2
التطور الفعلي والحقيقي,1,0.25,3
مصرية عن أن,1,1.0,3
المادة موافقة,1,0.058823529411764705,2
الوقائع وتلاطم ردود,2,1.0,3
صعبة,1,0.0,1
تساعد,1,0.0,1
جودة الخدمات,1,0.3333333333333333,2
ويقول الاستاذ أنور,1,0.1111111111111111,3
بالتنسيق الكامل مع,1,0.5,3
الخارجي ويقصد,1,0.125,2
ضمان الاستقلال,1,0.5,2
المتمثلة في الانتخابات,1,0.5,3
الطريق اي,1,0.2,2
جلالته حرص البحرين,1,0.1111111111111111,3
الصورة,1,0.0,1
للسلام فأجاب,1,0.14285714285714285,2
غانم البوعينين,2,0.6666666666666666,2
من الجلسة وأضاف,1,8.163265306122449E-4,3
فئة معينة,1,0.16666666666666666,2
حققوا خطوة,1,1.0,2
العربي الفلسطيني,1,0.01818181818181818,2
من الممرضين ومساعدي,1,8.163265306122449E-4,3
تفسيرات الزيادة,1,1.0,2
لتفسير التطورات الاقتصادية,1,1.0,3
إخراجه,1,0.0,1
فعاليات عديدة من,1,0.14285714285714285,3
كبيرا بعدما تجاوز,1,0.09090909090909091,3
المستويات لارغام مروان,2,1.0,3
بالمؤبد في سجن,1,1.0,3
سنويا ويذهب بعضها,1,0.16666666666666666,3
مدى الخدمات التي,1,0.04,3
الورشة وهدفها و,1,0.25,3
المجموعات الارهابية كتنظيم,1,1.0,3
وهي البحرين,1,0.041666666666666664,2
في مدينة كركوك,4,0.6666666666666666,3
عباس محفوظ,1,0.07692307692307693,2
باعتباره استثمارا بيئيا,1,0.2,3
وأهداف كل,1,1.0,2
بتواجد أكبر عدد,1,1.0,3
الدخل وليس,1,0.0625,2
جهاز أمن الجامعة,1,0.16666666666666666,3
المتكررة الى ان,1,0.5,3
أن الرئيس,2,0.0091324200913242,2
على عراقيين اثنين,2,1.0,3
عمره,3,0.0,1
يمكن الاعتماد,1,0.02631578947368421,2
على ساعتين ولا,1,0.001483679525222552,3
والمتجددة دائما التي,1,1.0,3
الكيان المتكامل,1,0.25,2
الدكتور اسماعيل محمد,1,0.024390243902439025,3
المنكوبة,1,0.0,1
واحترام قراره للمحافظة,1,0.3333333333333333,3
تعاني من أشد,1,0.5,3
المخالفات كما,1,0.07692307692307693,2
تضافر جهود المجتمع,1,1.0,3
اللائحة الداخلية,11,0.5789473684210527,2
البحرين للمستثمرين,1,0.006134969325153374,2
ومؤسسات حكومية ومؤسسات,1,0.3333333333333333,3
فعلا وقد قرر,1,0.2,3
للمهرجان وقال,1,1.0,2
نمو الشركات بالإضافة,1,0.2,3
حين ابقت,1,0.1111111111111111,2
مفيد أو,1,1.0,2
تضر أكثر مما,1,1.0,3
التجارة العالمية يمكن,1,0.0625,3
عمرة,1,0.0,1
أمنها,1,0.0,1
الدين بتفجير,1,0.2,2
وعي بالمخاطر,1,0.5,2
الدروس المستفادة,2,1.0,2
مع الزملاء في,1,0.005747126436781609,3
لحل النزاع,1,0.14285714285714285,2
اصحاب القسائم السكنية,1,0.5,3
بالرغم من ان,1,0.25,3
التبعية للأجهزة الأجنبية,1,1.0,3
التخطيط ومنها مجلس,1,0.1,3
السيد عبدالله,1,0.01694915254237288,2
ملحم من,1,1.0,2
والتوسع والتمييز ليس,1,0.25,3
السؤال تجعلنا,1,0.1111111111111111,2
صدقوني,1,0.0,1
وتأثرا بما آلت,1,1.0,3
العامل الرئيسي,1,0.3333333333333333,2
أنهم كانوا مع,1,0.5,3
نشر مشروعاتها الخيرية,1,0.07142857142857142,3
تقديرات الميزانية,1,1.0,2
أعمال الخير,1,0.05,2
المسجلة في,2,1.0,2
الوزارة لن تلجأ,1,0.023255813953488372,3
والتطبيقات,1,0.0,1
على تحرير,1,0.001483679525222552,2
صباحا,5,0.0,1
وتقديم الرعاية الطبية,1,0.25,3
فيها للمساعدة,1,0.023809523809523808,2
خلال اجراء اتصالات,1,0.0078125,3
يمكن معالجتها بطريقة,1,0.02631578947368421,3
وتنتهي الصيانة,1,0.3333333333333333,2
محظور,1,0.0,1
التي أثارت غضب,1,0.003472222222222222,3
أمره,1,0.0,1
بتراخيص البناء,1,1.0,2
والبيانات والعمل على,1,1.0,3
بان مجموعة الديمقراطيين,1,0.16666666666666666,3
الملوثات الغازية في,1,1.0,3
حالية وأفادت,1,1.0,2
القصيرة والمتقطعة,1,1.0,2
سياحية,4,0.0,1
مستفادة,3,0.0,1
تعي المخاطر,1,0.5,2
على وزير,1,0.001483679525222552,2
الاستثمارات من الدول,1,0.125,3
الى ساعة في,1,0.0038314176245210726,3
استفادوا,1,0.0,1
عمدت,1,0.0,1
كان عدد القوى,1,0.016666666666666666,3
باستعداد المحافظة لمناسبة,1,1.0,3
حق رجل اتفق,1,0.045454545454545456,3
والطوائف,1,0.0,1
جمالها,1,0.0,1
عن الامل,1,0.004219409282700422,2
نسأل أنفسنا هل,1,0.5,3
أن الوزارة لديها,1,0.0045662100456621,3
أنباء,1,0.0,1
المقدر ب مليون,1,0.3333333333333333,3
وفتح مجالات,1,0.3333333333333333,2
من المواد,2,0.0016326530612244899,2
نادي الرفاع الشرقي,1,1.0,3
القامة عند الأطفال,1,1.0,3
أمرا,3,0.0,1
التسجيل,1,0.0,1
مؤتمر عن,1,0.06666666666666667,2
أكذب حتى,1,0.5,2
الانفجار اسفر عن,1,1.0,3
وقيادات في,2,1.0,2
ليست بغريبة,1,0.07142857142857142,2
اجتماعات المجلس,3,0.42857142857142855,2
إن الوزارة مهتمة,1,0.017857142857142856,3
لحسن التربية بل,1,1.0,3
بسحب,1,0.0,1
سيارة شعبية عندها,1,0.08333333333333333,3
الجمعية ستستمر,2,0.05,2
عن ارتياحهما,1,0.004219409282700422,2
والاقتصاد,8,0.0,1
للتنمية في,1,0.125,2
إن الوزارة شديدة,1,0.017857142857142856,3
الخطى الثابتة والتميز,1,0.5,3
ديفريانت البحرين,1,0.14285714285714285,2
الإثارة والتصعيد مؤكدا,1,1.0,3
الوسط خلال الأيام,1,0.05263157894736842,3
يتاح تعليم جيد,1,0.5,3
يسيء الى مروان,1,0.5,3
مطوية دينارا كما,1,1.0,3
الأعمال على,1,0.029411764705882353,2
تحدث الوزير,2,0.11764705882352941,2
التي أعقبت الجلسة,1,0.003472222222222222,3
ومؤتمر الشرق,1,1.0,2
على رفع,1,0.001483679525222552,2
هناك بعض,2,0.043478260869565216,2
سلفا للموظفين في,1,1.0,3
المجلس عدم اشتراكه,1,0.005050505050505051,3
لسحب ترشيحه لانتخابات,2,1.0,3
فيجب ان تتوافر,1,1.0,3
بوماهر,7,0.0,1
توافقها مع توقيت,1,1.0,3
وتقدر قيمتها,1,1.0,2
المحافظة والذي,1,0.04,2
المملكة العودة إلى,1,0.022727272727272728,3
غير المصرح,2,0.037037037037037035,2
المحطة الشاملة للخدمات,1,0.3333333333333333,3
الأشغال,7,0.0,1
سلطاتهم,1,0.0,1
الانضمام الى,3,0.75,2
الصهيوني يريد,1,0.16666666666666666,2
اتخاذ كافة الإجراءات,1,0.08333333333333333,3
المكتسب حيث أن,1,0.5,3
تعزيز وتدعيم علاقات,1,0.0625,3
قسوة الظروف,1,1.0,2
دعائم أساسية,1,0.5,2
اتخاذ القرارات الاقتصادية,1,0.08333333333333333,3
طابعها السياسي,1,1.0,2
إدارة الشركة على,1,0.03571428571428571,3
رؤساء الجمعيات,1,1.0,2
المواصلات والشيخ خالد,2,1.0,3
أوضاع جائرة,1,0.25,2
الموسى حسن,1,0.16666666666666666,2
للبرميل,2,0.0,1
ثنائية وأربعة,1,1.0,2
الاخيرة محاصرا,1,0.14285714285714285,2
تنتهي في ديسمبر,1,0.5,3
وانخفاض مستويات,1,0.5,2
في آسيا وأمريكا,1,6.455777921239509E-4,3
تحويلها الى,1,0.5,2
مهمات,1,0.0,1
ان جاء,1,0.002369668246445498,2
فائضا اعلى يتراوح,1,0.3333333333333333,3
التي وصفته بالعنصرية,1,0.003472222222222222,3
والتعليم والاسكان,1,0.14285714285714285,2
فيهم وعددها,1,0.16666666666666666,2
طوائف الشعب وان,1,1.0,3
المواقف المتشنجة,1,0.5,2
والمنح والمساعدات,1,1.0,2
المكرمة وقال الوزير,1,0.043478260869565216,3
جيسون بيرز,1,1.0,2
آلاف دينار عجزت,1,0.09090909090909091,3
دول منها اليابان,1,0.024390243902439025,3
على وزير البلديات,1,0.001483679525222552,3
بالبحرين الذي انعقد,1,1.0,3
بحوث التغذية,2,1.0,2
دول المجلس يضاف,1,0.024390243902439025,3
الوزارة الخاصة,1,0.023255813953488372,2
في الانقطاع الكلي,1,6.455777921239509E-4,3
قاعة الاجتماعات بالتفاوض,1,0.16666666666666666,3
أظهر التقرير,1,1.0,2
موجود ان معدل,1,0.25,3
المركز حلها,1,0.02702702702702703,2
أن نرفع من,1,0.0045662100456621,3
للجنين يتعرضون,1,1.0,2
وزير الإعلام يغادر,1,0.015151515151515152,3
صحيح بل ان,1,0.3333333333333333,3
في ظل العهد,1,6.455777921239509E-4,3
ممثل الأمين,1,1.0,2
تأكيد الالتزام,1,0.25,2
شجعنا,1,0.0,1
هناك أبجديات,1,0.021739130434782608,2
مستفيضة لتكلفة,1,0.5,2
الموجهة إلى المرأة,1,0.5,3
والدخل,2,0.0,1
بمؤسسات الانتاج,1,1.0,2
الوطن الصغير,2,0.09090909090909091,2
ويترأس السير,1,1.0,2
هذه المادة موافقة,1,0.00558659217877095,3
الاساءة للمجلس,1,0.5,2
الثالث نظرا إلى,1,0.125,3
للتنمية من,1,0.125,2
حققت قفزات,2,0.3333333333333333,2
متوالية في,1,1.0,2
نصها وفي رد,1,1.0,3
تعيين مجلس,1,0.2,2
بالأعراف,1,0.0,1
أو منهجية,1,0.00641025641025641,2
التوصيات المتعلقة,1,0.3333333333333333,2
هذه المخالفات كما,1,0.00558659217877095,3
اعادة عملية,1,0.16666666666666666,2
حكمهم,1,0.0,1
النواب عن الأصول,1,0.008620689655172414,3
ان تلك القوانين,1,0.002369668246445498,3
الأجنبية الجبارة المنتشرة,1,0.3333333333333333,3
المتعلقة ببرامج,1,0.07692307692307693,2
وذلك لتطبيق السياسات,1,0.017857142857142856,3
من خلال اقتناء,1,8.163265306122449E-4,3
وقلوب,1,0.0,1
الجلسات,7,0.0,1
موضوع العوامل,1,0.047619047619047616,2
يجب على,6,0.14285714285714285,2
والتدريب سواء على,1,1.0,3
إحدى المواطنات من,1,0.16666666666666666,3
مفاهيم وقيم حقوق,1,1.0,3
وزير الخارجية,11,0.16666666666666666,2
بنا الى,1,1.0,2
لعقد اجتماع,1,1.0,2
جليلة العاتي,1,1.0,2
العقود واعادة تجديدها,1,0.5,3
البحرين من تطوير,1,0.006134969325153374,3
التاسعة من عمرها,2,1.0,3
بسبب,18,0.0,1
الطبية بالمستشفى وصرح,1,0.16666666666666666,3
تحويلها الى نصر,1,0.5,3
عزمه على وقف,1,1.0,3
وبافتتاح مركز النقد,1,1.0,3
ويعهد المجلس,1,1.0,2
حكمها,1,0.0,1
بسبع,1,0.0,1
الذين أساءوا,1,0.024390243902439025,2
ألمانيا ساعات,1,0.16666666666666666,2
العبادي قد,2,0.3333333333333333,2
المسئول وحمل السيد,1,0.16666666666666666,3
البرنامج وقد,2,0.25,2
وان يساهم الجميع,1,0.027777777777777776,3
تحت أسفلت الطرق,1,0.041666666666666664,3
الصامتة وعدم الإحساس,1,1.0,3
الخليجية والتي,1,0.06666666666666667,2
قام عدد من,1,0.05263157894736842,3
مهمته,1,0.0,1
تقوم بتسيير,1,0.041666666666666664,2
ان يساهم,2,0.004739336492890996,2
بحمل السلاح,2,1.0,2
اللغة العربية لاثراء,1,0.5,3
رأس العمل وهذه,1,0.05263157894736842,3
الأهلية استعرضت جمعية,1,0.09090909090909091,3
لشن هجمات,1,1.0,2
الشركات أعمالها,1,0.06666666666666667,2
ثم إحالته إلى,1,0.02857142857142857,3
مع تعويض اصحابها,1,0.005747126436781609,3
كافة سبل,1,0.030303030303030304,2
من البنك,1,8.163265306122449E-4,2
الرجلين بعد,1,0.3333333333333333,2
والمسائية قمن,1,1.0,2
كثرة التمثيليات,1,0.3333333333333333,2
بدء الهجوم,2,0.5,2
من المبالغ المتأخرة,1,8.163265306122449E-4,3
تتحسن,1,0.0,1
مواجهات بمدينة,1,1.0,2
والخير,2,0.0,1
من حول العالم,1,8.163265306122449E-4,3
ستقوم بحملة,2,0.2857142857142857,2
اعتمادات,1,0.0,1
الأمطار وأكد,1,0.16666666666666666,2
يتقاضى أي,1,1.0,2
جثماني شهيدي حماس,1,0.5,3
السيد روبين,1,0.01694915254237288,2
والدكتوراه رأي,1,0.5,2
الفلوجة لاسباب امنية,2,1.0,3
العراق بكلفة دنانير,1,0.045454545454545456,3
التالي وفقا للمادة,1,0.14285714285714285,3
الجنسين رأي يقول,1,0.125,3
شحادة مدير الجمعية,1,0.3333333333333333,3
وجمال,1,0.0,1
احصائيا منتظما,1,1.0,2
حماس بعد,1,0.2,2
لاختيار منطقة عراد,1,1.0,3
المفدى في عهده,1,0.027777777777777776,3
أولا شمال,1,0.07692307692307693,2
ورد في المادة,1,0.5,3
شرفة المجلس,1,1.0,2
لندن مقرا لها,1,0.16666666666666666,3
مثليها لتصل الى,1,1.0,3
علما,2,0.0,1
في جوانتانامو,7,0.004519044544867657,2
عبر جلالته,1,0.08333333333333333,2
عسكرية هامة,1,0.09090909090909091,2
ولم يطلب منا,2,1.0,3
ان بعض عمليات,1,0.002369668246445498,3
الهاوية ومن,1,1.0,2
